John M. Roberts Jr.,University of New Mexico
John R. Hipp,University of California - Irvine
Robert W. Faris,University of California - Davis
Adam Boessen,University of California - Irvine
David R. Schaefer,Arizona State University
Jeremy Mennis,Temple University
Michael J. Mason,Villanova University
Martin G. Everett,University of Manchester
David Krackhardt,Carnegie Mellon University
Koen Vanbrabant,University of Leuven
Peter Kuppens,University of Leuven
Johan Braeken,Tilburg University
Evelien Demaerschalk,University of Leuven
An Boeren,University of Leuven
Francis Tuerlinckx,University of Leuven
David Willer,University of South Carolina
Marcel A. L. M. van Assen,Tilburg University
Pamela Emanuelson,Dakota State University
Alexandra Marin,University of Toronto
Lea Ellwardt,University of Groningen
Giuseppe (Joe) Labianca,University of Kent
Rafael Wittek,University of Groningen
Jens F. Binder,Nottingham Trent University
Sam G. B. Roberts,University of Chester
Alistair G. Sutcliffe,University of Manchester
Elisa Bellotti,University of Manchester
Mariela Szwarcberg,University of Chicago
Lijun Song,Vanderbilt University
Hongzhong Deng,National University of Defense Technology
Peter Abell,London School of Economics and Political Science
Ji Li,National University of Defense Technology
Jun Wu 0004,National University of Defense Technology
John Sandberg,McGill University
Steven Rytina,McGill University
Valérie Delaunay,Aix Marseille University
Love Bohman,Stockholm University
Tom A. B. Snijders,University of Oxford
Patrick Doreian,University of Pittsburgh
Ulrik Brandes,University of Konstanz
Natalie Indlekofer,University of Konstanz
Martin Mader,University of Konstanz
Johan H. Koskinen,University of Oxford
Christofer R. Edling,Jacobs University
Emmanuel Lazega,University Paris Dauphine
Lise Mounier,CNRS
Tom A. B. Snijders,Oxford University
Paola Tubaro,University of Greenwich
Filip Agneessens,University of Groningen
Rafael Wittek,University of Groningen
Thomas N. Friemel,IPM
Christian Steglich,University of Groningen
Philip A. Sinclair,Manchester Metropolitan University
Jo Holliday,Cardiff University
Laurence Moore,Cardiff University
Robert W. Faris,University of California - Davis
Susan T. Ennett,University of North Carolina
Gijs Huitsing,University of Groningen
René Veenstra,University of Groningen
Miia Sainio,University of Turku
Christina Salmivalli,University of Turku
David B. Tindall,University of British Columbia
Jeffrey Cormier,University of Western Ontario
Mario Diani,Universitat Pompeu Fabra
Dan J. Wang,Stanford University
Xiaolin Shi,Microsoft
Daniel A. McFarland,Stanford University
Jure Leskovec,Stanford University
Dean Lusher,Swinburne University of Technology
Garry Robins,University of Melbourne
Philippa Pattison,University of Melbourne
Nynke van Miltenburg,Utrecht University
Vincent Buskens,Utrecht University
Werner Raub,Utrecht University
Cécile Emery,London School of Economics and Political Science
Anja Znidarsic,University of Maribor
Anuska Ferligoj,University of Ljubljana
Patrick Doreian,University of Pittsburgh
Vladimir Barash,Cornell University
Christopher J. Cameron,Cornell University
Michael Macy,Cornell University
Rebeka Johnson,University of Lugano
Balázs Kovács,University of Lugano
Nicholas Harrigan,Singapore Management University
Palakorn Achananuparp,Singapore Management University
Ee-Peng Lim,Singapore Management University
Giangiacomo Bravo,University of Torino
Flaminio Squazzoni,University of Brescia
Riccardo Boero,University of Torino
Zack W. Almquist,University of California - Irvine
Sharique Hasan,Stanford University
Marshall Scott Poole,University of Illinois at Urbana-Champaign
Feniosky Peña-Mora,Columbia University
Mark Hasegawa-Johnson,University of Illinois at Urbana-Champaign
Noshir S. Contractor,Northwestern University
Gerhard Krug,University of Erlangen-Nuremberg
Vincent Chua,National University of Singapore
Johannes Zschache,University of Leipzig
Sven Banisch,Bielefeld University
Tanya Araújo,Technical University of Lisbon
Martin G. Everett,University of Manchester
Stephen P. Borgatti,University of Kent
Ramón Flores,University Carlos III of Madrid
Maurice Koster,University of Amsterdam
Ines Lindner,VU University
Elisenda Molina,University Carlos III of Madrid
Michael D. Siciliano,University of Illinois at Chicago
C. Deniz Yenigün,Bilkent University
Günes Ertan,University of Pittsburgh
Joonmo Son,National University of Singapore
Nan Lin,Duke University
Roy Lindelauf,Netherlands Defense Academy
Peter Borm,Tilburg University
Herbert Hamers,Tilburg University
Lea Ellwardt,University of Groningen
Christian Steglich,University of Groningen
Rafael Wittek,University of Groningen
Nick Crossley,University of Manchester
Gemma Edwards,University of Manchester
Ellen Harries,University of Manchester
Rachel Stevenson,University of Manchester
Gijs Huitsing,University of Groningen
Marijtje A. J. Van Duijn,University of Groningen
Tom A. B. Snijders,University of Groningen
Peng Wang 0002,University of Melbourne
Miia Sainio,University of Turku
Christina Salmivalli,University of Turku
René Veenstra,University of Groningen
Lijun Song,Vanderbilt University
Tian-Yun Chang,Vanderbilt University
Yanlong Zhang,Peking University
Nan Lin,Duke University
Ting Li,University of North Carolina
Thomas U. Grund,University of Oxford
W. Scott Comulada,University of California - Los Angeles
Carl A. Latkin,Johns Hopkins University
Tina Kogovsek,University of Ljubljana
Germà Coenders,University of Girona
Valentina Hlebec,University of Ljubljana
Alberto Caimo,National University of Ireland
Nial Friel,University College Dublin
João R. Daniel,ISPA University Institute of Psychological Sciences
António J. Santos,ISPA University Institute of Psychological Sciences
Inês Peceguina,ISPA University Institute of Psychological Sciences
Brian E. Vaughn,Auburn University
Juan I. Casse,University of California - Riverside
Christian R. Shelton,University of California - Riverside
Robert A. Hanneman,University of California - Riverside
Jochem Tolsma,Radboud University
Ioana van Deurzen,Tilburg University
Tobias H. Stark,Utrecht University
René Veenstra,University of Groningen
David Knoke,University of Minnesota
Esteban Moro,University Carlos III of Madrid
Sam G. B. Roberts,University of Chester
Robin I. M. Dunbar,University of Oxford
Peng Wang 0002,University of Melbourne
Garry Robins,University of Melbourne
Philippa Pattison,University of Melbourne
Emmanuel Lazega,University Paris Dauphine
Jesse Shore,Boston University
Dehai Liu,Dongbei University of Finance & Economics
Jing Huang,Dongbei University of Finance & Economics
Hongyi Li,Chinese University of Hong Kong
Weiguo Wang,Dongbei University of Finance & Economics
Emma S. Spiro,University of California - Irvine
Ryan M. Acton,University of Massachusetts
Carter T. Butts,University of California - Irvine
David B. Tindall,University of British Columbia
Mario Diani,Universitat Pompeu Fabra
Tore Opsahl,Imperial College London
Jan Kleinnijenhuis,VU University
Wouter de Nooy,University of Amsterdam
Patrick Doreian,University of Pittsburgh
Paulette Lloyd,Indiana University
Andrej Mrvar,University of Ljubljana
Martin G. Everett,University of Manchester
Stephen P. Borgatti,University of Kent
Peng Wang 0002,University of Melbourne
Philippa Pattison,University of Melbourne
Garry Robins,University of Melbourne
Liesbeth A. G. Mercken,Maastricht University
Guido Conaldi,University of Greenwich
Alessandro Lomi,University of Lugano
Mengxiao Zhu,Rutgers University
Yun Huang 0001,Northwestern University
Noshir S. Contractor,Northwestern University
Tom A. B. Snijders,University of Oxford
Alessandro Lomi,University of Lugano
Vanina Jasmine Torló,University of Greenwich
Yang-chih Fu,Academia Sinica
Hwai-Chung Ho,Academia Sinica
Hsiu Man Chen,Academia Sinica
Thomas W. Valente,University of Southern California
Kayo Fujimoto,The University of Texas Health Science Center at Houston
Jennifer B. Unger,University of Southern California
Daniel W. Soto,University of Southern California
Alexia Gaudeul,Max Planck Institute
Caterina Giannetti,University of Bologna
Jennifer L. Merluzzi,Tulane University
Ronald S. Burt,University of Chicago
Andrea Austin,Brown University
Zhijin Wu,Brown University
Adriana P. A. van Beek,NIVEL: Netherlands Institute for Health Services Research
Cordula Wagner,NIVEL: Netherlands Institute for Health Services Research
Dinnus H. M. Frijters,VU University
Miel W. Ribbe,VU University
Peter P. Groenewegen,NIVEL: Netherlands Institute for Health Services Research
Yao Lu,Columbia University
Danching Ruan,Hong Kong Baptist University
Gina Lai,Hong Kong Baptist University
Domenico De Stefano,University of Trieste
Vittorio Fuccella,University of Salerno
Maria Prosperina Vitale,University of Salerno
Susanna Zaccarin,University of Trieste
Xiumei Zhu,Purdue University
Sang Eun Woo,Purdue University
Caitlin Porter,Purdue University
Michael Brzezinski,Purdue University
Camille Roth,CNRS
Floriana Gargiulo,CNRS
Klaus Hamberger,CNRS
Michael McBride,University of California - Irvine
Michael Caldara,University of California - Irvine
Shigemi Kagawa,Kyushu University
Shunsuke Okamoto,Kyushu University
Sangwon Suh,University of California - Santa Barbara
Yasushi Kondo,Waseda University
James Nastos,University of British Columbia
Yong Gao 0001,University of British Columbia
Theo A. Arentze,Eindhoven University of Technology
Matthias Kowald,ETH Zurich
Kay W. Axhausen,ETH Zurich
Enrico Bozzo,University of Udine
Massimo Franceschet,University of Udine
Mario Luis Small,University of Chicago
Nicholas Charron,University of Gothenburg
Neha Gondal,Ohio State University
Paul D. McLean,Rutgers University
Johan H. Koskinen,University of Manchester
Garry Robins,University of Melbourne
Peng Wang 0002,University of Melbourne
Philippa Pattison,University of Melbourne
Eric Quintane,University of Los Andes
Philippa Pattison,University of Melbourne
Garry Robins,University of Melbourne
Joeri M. Mol,University of Melbourne
Klarita Gërxhani,University of Amsterdam
Arthur Schram,University of Amsterdam
Rami Puzis,University of Maryland - College Park
Manish Purohit,University of Maryland - College Park
V. S. Subrahmanian,University of Maryland - College Park
Jacob Dijkstra,University of Groningen
Marcel A. L. M. van Assen,Tilburg University
Sara Geven,Utrecht University
Jeroen Weesie,Utrecht University
Frank van Tubergen,Utrecht University
Lindsey Trimble O'Connor,California State University Channel Islands
Juliette Stehlé,CNRS
Alain Barrat,CNRS
John R. Hipp,University of California - Irvine
Carter T. Butts,University of California - Irvine
Ryan M. Acton,University of Massachusetts
Nicholas N. Nagle,University of Tennessee
Adam Boessen,University of California - Irvine
Eran Shor,McGill University
David J. Roelfs,University of Louisville
Tamar Yogev,University of Haifa
Rosa M. V. Figueiredo,University of Aveiro
Gisele Moura,Rio de Janeiro State University
Jeffrey A. Smith,University of Nebraska
James Moody,Duke University
Xin Lu 0002,National University of Defense Technology
Rebecca Nash,Simon Fraser University
Martin Bouchard 0002,Simon Fraser University
Aili Malm,California State University at Long Beach
David A. Rolls,University of Melbourne
Peng Wang 0002,University of Melbourne
Rebecca Jenkinson,Burnet Institute
Philippa E. Pattison,University of Melbourne
Garry Robins,University of Melbourne
Rachel Sacks-Davis,Burnet Institute
Galina Daraganova,University of Melbourne
Margaret Hellard,Burnet Institute
Emma McBryde,University of Melbourne
Yoshihisa Kashima,University of Melbourne
Samuel Wilson,Monash University
Dean Lusher,Swinburne University of Technology
Leonie J. Pearson,University of Melbourne
Craig Pearson,University of Melbourne
Werner Raub,Utrecht University
Vincent Buskens,Utrecht University
Vincenz Frey,Utrecht University
Scott D. McClurg,Southern Illinois University
David Lazer,Harvard University
Skyler J. Cranmer,University of North Carolina
Tobias Heinrich,University of South Carolina
Bruce A. Desmarais,University of Massachusetts
Ronald L. Breiger,University of Arizona
Eric Schoon,University of Arizona
David Melamed,University of South Carolina
Victor Asal,University at Albany
R. Karl Rethemeyer,University at Albany
Lauren Rhue,York University
Arun Sundararajan,York University
Paolo Parigi,Stanford University
Laura Sartori,University of Bologna
Michael T. Heaney,University of Michigan
Janet M. Box-Steffensmeier,Ohio State University
Dino P. Christenson,Boston University
Justin H. Kirkland,University of Houston
Justin H. Gross,University of North Carolina
Robert Huckfeldt,University of California - Davis
Matthew T. Pietryka,University of California - Davis
Daniel P. Enemark,University of Southern California
Mathew D. McCubbins,University of Southern California
Nicholas Weller,University of Southern California
Jason Bello,London School of Economics and Political Science
Meredith Rolfe,London School of Economics and Political Science
Anand E. Sokhey,University of Colorado
Paul A. Djupe,Denison University
Jason M. Smith,Utah State University
Daniel S. Halgin,University of Kent
Virginie Kidwell-Lopez,University of Texas at Dallas
Giuseppe (Joe) Labianca,University of Kent
Daniel J. Brass,University of Kent
Stephen P. Borgatti,University of Kent
Jennifer Golbeck,University of Maryland - College Park
Derek L. Hansen,Brigham Young University
Richard Heidler,Bergische University Wuppertal
Markus Gamper,University of Trier
Andreas Herz,University of Hildesheim
Florian Eßer,University of Hildesheim
Mayukh Dass,Texas Tech University
Srinivas K. Reddy,Singapore Management University
Dawn Iacobucci,Vanderbilt University
Angela Bohn,Institute for Statistics and Mathematics
Christian Buchta,Institute for Service Marketing and Tourism
Kurt Hornik,Institute for Statistics and Mathematics
Patrick Mair,Institute for Statistics and Mathematics
Michael Schweinberger,Rice University
Miruna Petrescu-Prahova,University of Washington
Duy Quang Vu,University of Melbourne
Tarik Crnovrsanin,University of California - Davis
Chris Muelder,University of California - Davis
Robert Faris,University of California - Davis
Diane Felmlee,Pennsylvania State University
Kwan-Liu Ma,University of California - Davis
Gerald Mollenhorst,Utrecht University
Beate Völker,Utrecht University
Henk Flap,Utrecht University
Brandon Brooks,Michigan State University
Bernie Hogan,University of Oxford
Nicole B. Ellison,University of Michigan
Cliff Lampe,University of Michigan
Jessica Vitak,University of Maryland - College Park
Sandra González-Bailón,University of Pennsylvania
Ning Wang 0013,University of Oxford
Alejandro Rivero,University of Zaragoza
Javier Borge-Holthoefer,Qatar Computing Research Institute
Yamir Moreno,University of Zaragoza
Maria Rosaria D'Esposito,University of Salerno
Domenico De Stefano,Ca' Foscari University of Venice
Giancarlo Ragozini,University of Naples
J. C. Barnes,University of Texas at Dallas
Kevin M. Beaver,Florida State University
Jacob T. N. Young,Arizona State University
Michael TenEyck,University of Texas at Dallas
Peter Pal Zubcsek,University of Florida
Imran Chowdhury,Pace University
Zsolt Katona,University of California - Berkeley
Zachary Neal,Michigan State University
Murray Aitkin,University of Melbourne
Duy Vu,University of Melbourne
Brian Francis,Lancaster University
Wei Wang 0211,University of Central Florida
Eric J. Neuman,University of Illinois at Urbana-Champaign
Daniel A. Newman,University of Illinois at Urbana-Champaign
Jeremy M. Koster,University of Cincinnati
George Leckie,University of Bristol
Martin G. Everett,University of Manchester
Stephen P. Borgatti,University of Kent
David Tuckett,University College London
Robert Elliott Smith,University College London
Rickard Nyman,University College London
Alfredo Jose Morales,Polytechnic University of Madrid
Javier Borondo,Polytechnic University of Madrid
Juan Carlos Losada,Polytechnic University of Madrid
Rosa M. Benito,Polytechnic University of Madrid
Noah E. Friedkin,University of California - Santa Barbara
Eugene C. Johnsen,University of California - Santa Barbara
Michal Bojanowski,University of Warsaw
Sanne Smith,Utrecht University
Ineke Maas,Utrecht University
Frank van Tubergen,Utrecht University
Ales Ziberna,University of Ljubljana
David Savage,RMIT University
Xiuzhen Zhang,RMIT University
Xinghuo Yu 0001,RMIT University
Pauline Chou,RMIT University
Qingmai Wang,RMIT University
Giuseppe (Joe) Labianca,University of Kent
Zachary Neal,Michigan State University
Angela Bohn,Institute for Statistics and Mathematics
Christian Buchta,Institute for Service Marketing and Tourism
Kurt Hornik,Institute for Statistics and Mathematics
Patrick Mair,Institute for Statistics and Mathematics
Matthew Dabkowski,University of Arizona
Ronald L. Breiger,University of Arizona
Weihua An,Indiana University
Sam Schramski,Federal University of Amazonas
Mark Caudell,Washington State University
Thomas Rotolo,Washington State University
Mulye Grima,Hawassa University
Bruce A. Desmarais,University of Massachusetts
Vincent G. Moscardelli,University of Connecticut
Brian F. Schaffner,University of Massachusetts
Michael S. Kowal,University of Massachusetts
Martin Hällsten,Stockholm University
Christofer R. Edling,Lund University
Jens Rydgren,Stockholm University
Andreas Herz,University of Hildesheim
David E. Eagle,Duke University
Rae Jean Proeschold-Bell,Duke University
Nadine Tamburrini,Royal Holloway University of London
Marco Cinnirella,Royal Holloway University of London
Vincent A. A. Jansen,Royal Holloway University of London
John Bryden,Royal Holloway University of London
Mario Luis Small,Harvard University
Vontrese Deeds Pamphile,Northwestern University
Peter McMahan,University of Chicago
Janice Yap,Singapore Management University
Nicholas Harrigan,Singapore Management University
Kathleen M. O'Connor,Cornell University
Eric Gladstone,Cornell University
Yanjie Bian,Xi’an Jiaotong University
Xianbi Huang,La Trobe University
Lei Zhang 0042,University of Minnesota
Jeffrey A. Smith,University of Nebraska
Robert Faris,University of California - Davis
Alexander G. Nikolaev,State University of New York at Buffalo
Raihan Razib,State University of New York at Buffalo
Ashwin Kucheriya,State University of New York at Buffalo
Per Block,ETH Zurich
Pieter-Paul Verhaeghe,Ghent University
Koen Van der Bracht,Ghent University
Bart Van de Putte,Ghent University
Wenhong Chen,University of Texas at Austin
Michael Windzio,University of Bremen
Cuihua Shen,University of California - Davis
Wenhong Chen,University of Texas at Austin
Jason Owen-Smith,University of Michigan
Natalie C. Cotton-Nessler,Bentley University
Maria Grazia Vigliotti,Imperial College London
Chris Hankin,Imperial College London
Michael J. Brusco,Florida State University
Patrick Doreian,University of Ljubljana
Mark Lubell,University of California - Davis
Matthew Johnson 0002,Durham University
Daniël Paulusma,Durham University
John R. Hipp,University of California - Irvine
Cheng Wang 0010,University of California - Irvine
Carter T. Butts,University of California - Irvine
Rupa Jose,University of California - Irvine
Cynthia M. Lakon,University of California - Irvine
Todd C. Lehmann,University of Michigan
James A. Rolfsen,Creighton University
Terry D. Clark,Creighton University
Ling Heng Henry Wong,University of Melbourne
André F. Gygax,University of Melbourne
Peng Wang 0002,University of Melbourne
Matthew E. Brashears,Cornell University
Eric Quintane,University of Los Andes
Bart Husslage,Fontys University of Applied Sciences
Peter Borm,Tilburg University
Twan Burg,Tilburg University
Herbert Hamers,Tilburg University
Roy Lindelauf,Netherlands Defense Academy
Weihua An,Indiana University
Long Doan,Indiana University
Lars Leszczensky,University of Mannheim
Sebastian Pink,University of Mannheim
Jacob Habinek,University of California - Berkeley
John Levi Martin,University of Chicago
Benjamin D. Zablocki,Rutgers University
Cohen R. Simpson,London School of Economics and Political Science
Pascal Sciarini,University of Geneva
Michaela Hoffman,University of Missouri
Douglas L. Steinley,University of Missouri
Michael J. Brusco,Florida State University
Xiangju Qin,University College Dublin
Pádraig Cunningham,University College Dublin
Michael Salter-Townshend,University of Oxford
Jesse Shore,Boston University
Benjamin Lubin,Boston University
Katrien Fransen,KU Leuven
Stef Van Puyenbroeck,KU Leuven
Todd M. Loughead,University of Windsor
Norbert Vanbeselaere,KU Leuven
Bert De Cuyper,KU Leuven
Gert Vande Broek,KU Leuven
Filip Boen,KU Leuven
Robin I. M. Dunbar,University of Oxford
Valerio Arnaboldi,University of Oxford
Marco Conti,Institute of Informatics and Telematics of CNR
Andrea Passarella,Institute of Informatics and Telematics of CNR
Zsófia Boda,University of Oxford
Bálint Néray,Hungarian Academy of Sciences
Feng Shi 0005,University of Chicago
Jacob G. Foster,University of California - Los Angeles
James A. Evans,University of Chicago
Phillip Bonacich,University of California - Los Angeles
Catherine T. Shea,Northwestern University
Tanya Menon,Ohio State University
Edward Bishop Smith,Northwestern University
Kyle Emich,University of Delaware
Bas Hofstra,Utrecht University
Rense Corten,Utrecht University
Vincent Buskens,Utrecht University
C. Prem Sankar,University of Kerala
K. Satheesh Kumar,University of Kerala
Duy Vu,University of Melbourne
Philippa Pattison,University of Sydney
Garry Robins,University of Melbourne
Andreas Tutic,University of Leipzig
Harald Wiese,University of Leipzig
Ronald S. Burt,University of Chicago
J. Ashwin Rambaran,University of Groningen
Jan Kornelis Dijkstra,University of Groningen
Anke Munniksma,University of Amsterdam
Antonius H. N. Cillessen,Radboud University
Samira Malek Mohamadi Golsefid,Amirkabir University of Technology (Polytechnic of Tehran)
Mohammad Hossein Fazel Zarandi,Amirkabir University of Technology (Polytechnic of Tehran)
Susan Bastani,Alzahra University
Patrick Doreian,University of Ljubljana
Charles J. Gomez,Stanford University
Paolo Parigi,Stanford University
Jennifer Watling Neal,Michigan State University
Zachary P. Neal,Michigan State University
Elise Cappella,York University
Min Zhou,University of Victoria
Gang Wu,Southwestern University of Finance and Economics
Helian Xu,Hunan University
Matthew E. Brashears,University of South Carolina
Eric Gladstone,University of Kent
Balázs Kovács,Yale University
Chengwei Liu,University of Warwick
Beata Lopaciuk-Gonczaryk,University of Warsaw
Shanfeng Wang,Xidian University
Maoguo Gong,Xidian University
Haifeng Du,Xi’an Jiaotong University
Lijia Ma,Xidian University
Qiguang Miao,Xidian University
Wei Du 0004,Xi’an Jiaotong University
Matthew E. Brashears,University of South Carolina
Emily Hoagland,Cornell University
Eric Quintane,University of Los Andes
Eleonora Patacchini,Sapienza University of Rome
Yves Zenou,Stockholm University
Sandra González-Bailón,University of Pennsylvania
Ning Wang 0013,University of Oxford
Daniel K. Sewell,University of Iowa
Yuguo Chen,University of Illinois at Urbana-Champaign
Felicia F. Tian,Fudan University
Nan Lin,Duke University
Hanno Kruse,University of Mannheim
Sanne Smith,Utrecht University
Frank van Tubergen,Utrecht University
Ineke Maas,Utrecht University
Sadamori Koujaku,Hokkaido University
Ichigaku Takigawa,Hokkaido University
Mineichi Kudo,Hokkaido University
Hideyuki Imai,Hokkaido University
Ulrik Brandes,University of Konstanz
Stephen P. Borgatti,University of Kent
Linton C. Freeman,University of California - Irvine
Carl Nordlund,Central European University
Lars Leszczensky,University of Mannheim
Tobias H. Stark,Utrecht University
Andreas Flache,University of Groningen
Anke Munniksma,University of Amsterdam
Hongzhong Deng,National University of Defense Technology
Peter Abell,London School of Economics and Political Science
Ofer Engel,London School of Economics and Political Science
Jun Wu 0004,National University of Defense Technology
Yuejin Tan,National University of Defense Technology
Martin G. Everett,University of Manchester
Thomas W. Valente,University of Southern California
Molly E. Brown,University of Maryland - College Park
Monica Ihli,University of Tennessee
Joshua E. Marineau,Dakota State University
Giuseppe (Joe) Labianca,University of Kent
Gerald C. Kane,Boston College
Beata Dávid,Semmelweis University
Eva Huszti,University of Debrecen
Ildikó Barna,Eötvös Loránd University
Yang-chih Fu,Academia Sinica
Alessandro Lomi,University of Manchester
Garry Robins,University of Melbourne
Mark Tranmer,University of Manchester
Mark Tranmer,University of Manchester
Francesca Pallotti,University of Greenwich
Alessandro Lomi,University of Italian Switzerland
James Hollway,University of Oxford
Johan H. Koskinen,University of Manchester
Paola Zappa,University of Lugano
Garry Robins,University of Melbourne
Julia Brennecke,Swinburne University of Technology
Julien Brailly,University Paris-Dauphine
Guillaume Favre,University Paris-Dauphine
Josiane Chatellet,University Paris-Dauphine
Andrew J. Slaughter,US Army Research Institute for the Behavioral and Social Sciences
Laura M. Koehly,National Human Genome Research Institute
Peng Wang 0002,Swinburne University of Technology
Garry Robins,University of Melbourne
Philippa Pattison,University of Sydney
Emmanuel Lazega,CNRS
Christoph Stadtfeld,ETH Zurich
Daniele Mascia,Catholic University
Francesca Pallotti,University of Greenwich
Alessandro Lomi,University of Italian Switzerland
Laura Prota,University of Salerno
Patrick Doreian,University of Ljubljana
Yunsong Chen,Nanjing University
Beate Völker,University of Amsterdam
David Melamed,Ohio State University
Brent Simpson,University of South Carolina
Frank van Tubergen,Utrecht University
Obaid Ali Al-Modaf,King Abdul Aziz University
Nora F. Almosaed,King Abdul Aziz University
Mohammed Ben Said Al-Ghamdi,King Abdul Aziz University
Michele L. Barnes,University of Hawaii at Manoa
Kolter Kalberg,University of Hawaii at Manoa
PingSun Leung,University of Hawaii at Manoa
Jürgen Lerner,University of Konstanz
Tso-Jung Yen,Academia Sinica
Yang-chih Fu,Academia Sinica
Jing-Shiang Hwang,Academia Sinica
Cheng Wang 0010,University of Notre Dame
Carter T. Butts,University of California - Irvine
John R. Hipp,University of California - Irvine
Rupa Jose,University of California - Irvine
Cynthia M. Lakon,University of California - Irvine
Zeynep Ertem,Texas A&M University
Alexander Veremyev,University of Florida
Sergiy Butenko,Texas A&M University
Stephanie Thiemichen,University of Munich
Nial Friel,University College Dublin
Göran Kauermann,University of Munich
Cohen R. Simpson,London School of Economics and Political Science
Sebastian Bähr,University of Erlangen-Nuremberg
Martin Abraham,University of Erlangen-Nuremberg
Eugen Pircalabelu,KU Leuven
Gerda Claeskens,KU Leuven
Christina Prell,University of Maryland - College Park
Kuishuang Feng,University of Maryland - College Park
Robert A. Hanneman,University of California - Riverside
Jürgen Pfeffer,Technical University of Munich
Emmanuel Lazega,CNRS
Avner Bar-Hen,University Paris Descartes
Eric Giannella,University of California - Berkeley
Claude S. Fischer,University of California - Berkeley
Anna L. Smith,Ohio State University
Catherine A. Calder,Ohio State University
Christopher R. Browning,Ohio State University
Martin Hilbert,University of California - Davis
Poong Oh,University of Pennsylvania
Peter Monge,University of Southern California
Beate Völker,University of Amsterdam
Ruben De Cuyper,Netherlands Institute for the Study of Crime and Law enforcement (NSCR)
Gerald Mollenhorst,Utrecht University
Anja Dirkzwager,Netherlands Institute for the Study of Crime and Law enforcement (NSCR)
Peter van der Laan,Netherlands Institute for the Study of Crime and Law enforcement (NSCR)
Paul Nieuwbeerta,Netherlands Institute for the Study of Crime and Law enforcement (NSCR)
Marlène Sapin,University of Lausanne
Eric D. Widmer,University of Geneva
Katia Iglesias,University of Neuchâtel
Mario Luis Small,Harvard University
Christopher Sukhu,University of Chicago
Satyam Mukherjee,Northwestern University
Matthew Dabkowski,University of Arizona
Neng Fan,University of Arizona
Ronald L. Breiger,University of Arizona
Justus Uitermark,University of Amsterdam
Vincent A. Traag,Leiden University
