George Cybenko,Dartmouth College
Eunice E. Santos,University of Texas at El Paso
Vikram Krishnamurthy,University of British Columbia
H. Vincent Poor,Princeton University
Erez Shmueli,Massachusetts Institute of Technology
Vivek K. Singh,Massachusetts Institute of Technology
Alex Pentland,Massachusetts Institute of Technology
Joshua D. Guzman,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base
Richard F. Deckro,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base
Matthew J. Robbins,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base
James F. Morris,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base
Nicholas A. Ballester,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base
Mingming Chen,Tsinghua University
Konstantin Kuzmin,Rennselaer Polytechnic Institute
Boleslaw K. Szymanski,Rennselaer Polytechnic Institute
Edoardo Serra,University of Maryland - College Park
V. S. Subrahmanian,University of Maryland - College Park
Greg Ver Steeg,University of Southern California
Aram Galstyan,University of Southern California
Alexander G. Tartakovsky,University of Connecticut
Claudia Wagner,GESIS - Leibniz Institute for the Social Sciences
Philipp Singer,Graz University of Technology
Markus Strohmaier,GESIS - Leibniz Institute for the Social Sciences
Bernardo A. Huberman,HP Labs
Erez Shmueli,Tel-Aviv University
Guy Zyskind,MIT Media Lab
Oren Lederman,MIT Media Lab
Nuria Oliver,Telefonica Research
Alex Pentland,MIT Media Lab
Amos Azaria,Carnegie Mellon University
Sarit Kraus,Bar Ilan University
V. S. Subrahmanian,University of Maryland - College Park
Jure Leskovec,Stanford University
Eric Horvitz,Microsoft
Vikram Krishnamurthy,University of British Columbia
William Hoiles,University of British Columbia
Md. Imrul Kayes,University of South Florida
Jacob Chakareski,University of Alabama
Noseong Park,University of Maryland - College Park
Edoardo Serra,University of Maryland - College Park
Tom Snitch,University of Maryland - College Park
V. S. Subrahmanian,University of Maryland - College Park
Mianxiong Dong,Muroran Institute of Technology
Rajiv Ranjan,Newcastle University
Albert Y. Zomaya,University of Sydney
Man Lin,St. Francis Xavier University
Kuan Zhang,University of Waterloo
Xiaohui Liang,University of Massachusetts
Rongxing Lu,Nanyang Technological University
Xuemin Shen,University of Waterloo
Li Lu 0001,UESTC
Yongshuai Liu,UESTC
Chao Chen 0015,Deakin University
Jun Zhang 0010,Deakin University
Yi Xie 0002,Sun Yat-sen University
Yang Xiang 0001,Deakin University
Wanlei Zhou,Deakin University
Mohammad Mehedi Hassan,King Saud University
Abdulhameed Alelaiwi,King Saud University
Majed A. AlRubaian,King Saud University
Hongyang Zhao,Zhejiang University
Huan Zhou 0002,Zhejiang University
Chengjue Yuan,Shanghai Jiao Tong University
Yinghua Huang,Zhejiang University
Jiming Chen 0001,Zhejiang University
Zheng Yan 0002,Aalto University
Wei Feng,Xidian University
Pu Wang,Xidian University
Gang Liang,McGill University
Wenbo He,McGill University
Chun Xu,Sichuan University
Liangyin Chen,Sichuan University
Jinquan Zeng,UESTC
Prem Prakash Jayaraman,RMIT University
Zahraa Said Abdallah,Monash University
Arkady B. Zaslavsky,CSIRO
Mianxiong Dong,Muroran Institute of Technology
Rajiv Ranjan,Newcastle University
Albert Y. Zomaya,University of Sydney
Man Lin,St. Francis Xavier University
Katsuya Suto,Tohoku University
Keisuke Miyanabe,Tohoku University
Hiroki Nishiyama 0001,Tohoku University
Nei Kato,Tohoku University
Mi Wen,Shanghai University
Kaoru Ota,Muroran Institute of Technology
He Li 0001,Muroran Institute of Technology
Jingsheng Lei,Shanghai University
Chunhua Gu,Shanghai University
Zhou Su,Shanghai University
Yang Liu 0064,Michigan Technological University
Shiyan Hu,Michigan Technological University
Yuan Zhang 0006,UESTC
Chunxiang Xu,UESTC
Shui Yu,Deakin University
Hongwei Li 0001,Chinese Academy of Sciences
Xiaojun Zhang,UESTC
Charith Perera,Open University
Dumidu S. Talagala,University of Surrey
Chi Harold Liu,Beijing Institute of Technology
Júlio Cezar Estrella,University of São Paulo
Nikos Tziritas,Chinese Academy of Sciences
Thanasis Loukopoulos,University of Thessaly
Samee U. Khan,Dakota State University
Cheng-Zhong Xu 0001,Chinese Academy of Sciences
Sudip Misra,IIT Kharagpur
Sumit Goswami,IIT Kharagpur
Farshad Salimi Naneh Karan,University of Tennessee
Subhadeep Chakraborty,University of Tennessee
Erica Briscoe,Georgia Institute of Technology
Darren Scott Appling,Georgia Institute of Technology
Joel Schlosser,Georgia Institute of Technology
Zhe Liu 0002,IBM
Bernard J. Jansen,Qatar Computing Research Institute
Chao Chen 0015,Deakin University
Jun Zhang 0010,Deakin University
Yi Xie 0002,Sun Yat-sen University
Yang Xiang 0001,Deakin University
Wanlei Zhou,Deakin University
Mohammad Mehedi Hassan,King Saud University
Abdulhameed Alelaiwi,King Saud University
Yang Liu 0046,New Jersey Institute of Technology
Songhua Xu,New Jersey Institute of Technology
Sarah A. Marshall,Wake Forest School of Medicine
Nancy E. Avis,Wake Forest School of Medicine
Edward H. Ip,Wake Forest School of Medicine
Ngot Bui,Pennsylvania State University
John Yen,Pennsylvania State University
Vasant G. Honavar,Pennsylvania State University
Alireza Farasat,University at Buffalo
Geoff A. Gross,University at Buffalo
Rakesh Nagi,University of Illinois at Urbana–Champaign
Alexander G. Nikolaev,University at Buffalo
Feng Xia 0001,Dalian University of Technology
Behrouz Jedari,Dalian University of Technology
Laurence Tianruo Yang,St. Francis Xavier University
Jianhua Ma,Hosei University
Runhe Huang,Hosei University
Mehwish Nasim,University of Konstanz
Raphaël Charbey,Telecom ParisTech
Christophe Prieur,Telecom ParisTech
Ulrik Brandes,University of Konstanz
Srinka Basu,University of Kalyani
Ujjwal Maulik,Jadavpur University
Oishik Chatterjee,Jadavpur University
Camellia Sarkar,IIT Indore
Sarika Jalan,IIT Indore
Duan-Shin Lee,National Tsing Hua University
Cheng-Shang Chang,National Tsing Hua University
Guangmo Amo Tong,University of Texas at Dallas
Shasha Li,Zhejiang University
Weili Wu,University of Texas at Dallas
Ding-Zhu Du,University of Texas at Dallas
Torin Stepan,University of Alberta
Jason M. Morawski,University of Alberta
Scott Dick,University of Alberta
James Miller 0001,University of Alberta
Yuqing Mao,Nanjing University
Haifeng Shen,Flinders University
Xiwang Yang,York University
Chao Liang,York University
Miao Zhao,The Hong Kong Polytechnic University
Hongwei Wang 0004,Shanghai Jiao Tong University
Hao Ding 0006,York University
Yong Liu 0013,York University
Negar Foroutan Eghlidi,Shiraz University
Ali Hamzeh,Shiraz University
Anup K. Kalia,IBM
Norbou Buchler,U.S. Army Research Laboratory
Arwen H. DeCostanza,U.S. Army Research Laboratory
Munindar P. Singh,North Carolina State University
Sang Peter Chin,Boston University
Jonathan Cohen,Johns Hopkins University
Alison Albin,Johns Hopkins University
Mykola Hayvanovych,Johns Hopkins University
Elizabeth Reilly,Johns Hopkins University
Gavin Brown,Boston University
Jacob Harer,Boston University
Fei-Yue Wang 0001,Chinese Academy of Sciences
Yuqing Zhu 0002,California State University at Los Angeles
Deying Li 0001,Renmin University of China
Ruidong Yan,Renmin University of China
Weili Wu,University of Texas at Dallas
Abigail Paradise,Ben-Gurion University of the Negev
Asaf Shabtai,Ben-Gurion University of the Negev
Rami Puzis,Ben-Gurion University of the Negev
Aviad Elyashar,Ben-Gurion University of the Negev
Yuval Elovici,Ben-Gurion University of the Negev
Yantao Jia,Chinese Academy of Sciences
Yuanzhuo Wang,Chinese Academy of Sciences
Xiaolong Jin,Chinese Academy of Sciences
Zeya Zhao,Chinese Academy of Sciences
Xueqi Cheng,Chinese Academy of Sciences
Keith Paarporn,Georgia Institute of Technology
Ceyhun Eksin,Georgia Institute of Technology
Joshua S. Weitz,Georgia Institute of Technology
Jeff S. Shamma,King Abdullah University of Science and Technology
Denis Gracanin,Virginia Tech
Hicham G. Elmongui,Alexandria University
Geoffrey P. Morgan,Carnegie Mellon University
Michael J. Lanham,United States Military Academy
William Frankenstein,Georgetown University
Kathleen M. Carley,Carnegie Mellon University
Rahul Potharaju,Microsoft
Mizanur Rahman,Florida International University
Bogdan Carbunar,Florida International University
Zhiyi Lu,University of Hong Kong
Victor O. K. Li,University of Hong Kong
Kuang Xu,University of Hong Kong
Yuan Liu 0002,Northeastern University
Jie Zhang 0002,Nanyang Technological University
Quanyan Zhu,York University
Xingwei Wang 0001,Northeastern University
Yong Yuan,Chinese Academy of Sciences
Fei-Yue Wang 0001,Chinese Academy of Sciences
Daniel Zeng,Chinese Academy of Sciences
Fei-Yue Wang 0001,Chinese Academy of Sciences
Maria Glenski,University of Notre Dame
Corey Pennycuff,University of Notre Dame
Tim Weninger,University of Notre Dame
Qingpeng Zhang,City University of Hong Kong
Xingyi Zhang,Anhui University
Congtao Wang,Anhui University
Yansen Su,Anhui University
Linqiang Pan,Huazhong University of Science and Technology
Hai-Feng Zhang 0003,Anhui University
Poonam Yadav,University of Cambridge
Ioannis Charalampidis,CERN
Jeremy Cohen,Imperial College London
John Darlington,Imperial College London
François Grey,University of Geneva
José Aguilar 0001,University of Los Andes
Gerardo Garcia,University of Los Andes
Cheng-Te Li,National Cheng Kung University
Shou-De Lin,National Taiwan University
Diego Perna,University of Calabria
Roberto Interdonato,University of Calabria
Andrea Tagarelli,University of Calabria
Sarbani Roy,Jadavpur University
Congyu Wu,University of Virginia
Matthew S. Gerber,University of Virginia
Yang Xing,Cranfield University
Chen Lv,Cranfield University
Zhaozhong Zhang,Cranfield University
Huaji Wang,Cranfield University
Xiaoxiang Na,University of Cambridge
Dongpu Cao,Cranfield University
Efstathios Velenis,Cranfield University
Fei-Yue Wang 0001,Chinese Academy of Sciences
Klimis S. Ntalianis,Athens University of Applied Sciences
Anastasios D. Doulamis,University of Athens
Nicolas Tsapatsoulis,Cyprus University of Technology
Nikos E. Mastorakis,Technical University of Sofia
Alun D. Preece,Cardiff University
Irena Spasic,Cardiff University
Kieran Evans,Cardiff University
David H. Rogers,Cardiff University
William M. Webberley,Cardiff University
Colin Roberts,Cardiff University
Martin Innes,Cardiff University
Yahui Wu,National University of Defense Technology
Su Deng,National University of Defense Technology
Hongbin Huang,National University of Defense Technology
Khobaib Zaamout,University of Calgary
Ken Barker 0001,University of Calgary
Yung-Yin Lo,National Taiwan University
Wanjiun Liao,National Taiwan University
Cheng-Shang Chang,National Tsing Hua University
Ying-Chin Lee,National Tsing Hua University
Surendra Sedhai,Nanyang Technological University
Aixin Sun,Nanyang Technological University
Peijun Ye,Chinese Academy of Sciences
Shuai Wang 0005,Chinese Academy of Sciences
Fei-Yue Wang 0001,Chinese Academy of Sciences
Eunice E. Santos,Illinois Institute of Technology
Eugene Santos,Dartmouth College
John Korah,Illinois Institute of Technology
Jeremy E. Thompson,Dartmouth College
Yan Zhao 0005,Dartmouth College
Vairavan Murugappan,Illinois Institute of Technology
Jacob Russell,Dartmouth College
Yu Luo 0003,Columbia University
Garud Iyengar,Columbia University
Venkat Venkatasubramanian,Columbia University
Rong-Kuan Shen,Shih Hsin University
Yi-Nan Lin,Ming Chi University of Technology
Tong-Ying Tony Juang,National Taipei University
Victor R. L. Shen,Chaoyang University of Technology
Soo Yong Lim,National Taipei University
Alex Cassidy,Washington University in St. Louis
Eric Cawi,Washington University in St. Louis
Arye Nehorai,Washington University in St. Louis
Stavros Souravlas,University of Macedonia
Angelo Sifaleras,University of Macedonia
Shuai Wang 0005,Chinese Academy of Sciences
Xiao Wang 0002,Chinese Academy of Sciences
Peijun Ye,Chinese Academy of Sciences
Yong Yuan,Chinese Academy of Sciences
Fei-Yue Wang 0001,Chinese Academy of Sciences
Eleni Stai,EPFL
Eirini Milaiou,University of Athens
Vasileios Karyotis,University of Athens
Symeon Papavassiliou,University of Athens
Rongsheng Dong,Guilin University of Electronic Technology
Qingpeng Zhang,City University of Hong Kong
Guoyong Cai,Guilin University of Electronic Technology
Shrisha Rao,International Institute of Information Technology
Wayes Tushar,University of Queensland
Chau Yuen,Singapore University of Technology and Design
Wen-Tai Li,Singapore University of Technology and Design
David B. Smith 0001,CSIRO
Tapan Kumar Saha,University of Queensland
Kristin L. Wood,Singapore University of Technology and Design
Fei-Yue Wang 0001,Chinese Academy of Sciences
Yong Yuan,Chinese Academy of Sciences
Chunming Rong,University of Stavanger
Jun Jason Zhang,University of Denver
Cong Yang,University of Siegen
Olaf Flak,University of Silesia
Marcin Grzegorzek,University of Economics in Katowice
Ji Li 0007,Georgia State University
Zhipeng Cai 0001,Georgia State University
Jinbao Wang,Harbin Institute of Technology
Meng Han,Kennesaw State University
Yingshu Li,Georgia State University
Alireza Louni,Stevens Institute of Technology
K. P. Subbalakshmi,Stevens Institute of Technology
Yishi Lin,Chinese University of Hong Kong
Wei Chen,Microsoft
John C. S. Lui,Chinese University of Hong Kong
Stephen L. France,Mississippi State University
Mahyar Sharif Vaghefi,University of Wisconsin-Milwaukee
William H. Batchelder,University of California - Irvine
Samya Muhuri,Indian Institute of Engineering Science and Technology
Susanta Chakraborty,Indian Institute of Engineering Science and Technology
Sabitri Nanda Chakraborty,University of Kalyani
Eugenius Kaszkurewicz,Federal University of Rio de Janeiro
Amit Bhaya,Federal University of Rio de Janeiro
Pei-Yuan Zhou,The Hong Kong Polytechnic University
Keith C. C. Chan,The Hong Kong Polytechnic University
Carol Xiaojuan Ou,Tilburg University
Koustav Rudra,IIT Kharagpur
Ashish Sharma 0004,IIT Kharagpur
Niloy Ganguly,IIT Kharagpur
Saptarshi Ghosh 0001,IIT Kharagpur
Alan Kuhnle,University of Florida
Md Abdul Alim,University of Florida
Xiang Li 0016,University of Florida
Huiling Zhang,University of Florida
My T. Thai,University of Florida
Yunpeng Xiao,Chongqing University
Xixi Li,Chongqing University
Haohan Wang,Carnegie Mellon University
Ming Xu 0008,Tsinghua University
Yanbing Liu,Chongqing University
William A. Wallace,Rensselaer Polytechnic Institute
Ghita Mezzour,International University of Rabat
William Frankenstein,Georgetown University
Kathleen M. Carley,Carnegie Mellon University
L. Richard Carley,Carnegie Mellon University
Guangmo Tong,University of Texas at Dallas
Weili Wu,University of Texas at Dallas
Ding-Zhu Du,University of Texas at Dallas
Xiaokang Wang,Huazhong University of Science and Technology
Wei Wang 0088,Huazhong University of Science and Technology
Laurence T. Yang,Huazhong University of Science and Technology
Siwei Liao,Huazhong University of Science and Technology
Dexiang Yin,Huazhong University of Science and Technology
M. Jamal Deen,McMaster University
Kamal Taha,Khalifa University
Qi Xuan,Zhejiang University
Mingming Zhou,Zhejiang University
Zhiyuan Zhang,University of California - Davis
Chenbo Fu,Zhejiang University
Yun Xiang,Zhejiang University
Zhefu Wu,Zhejiang University
Vladimir Filkov,University of California - Davis
Jin-Hee Cho,U.S. Army Research Laboratory
Kashif Zia,Sohar University
Dinesh Kumar Saini,Sohar University
Arshad Muhammad 0001,Sohar University
Alois Ferscha,Johannes Kepler University
Xiao Wang 0002,Qingdao Academy of Intelligent Industries
Fei-Yue Wang 0001,National University of Defense Technology
Ge Guo,Dalian Maritime University
Dandan Li,Dalian Maritime University
Noha Alduaiji,Majmaah University
Amitava Datta,University of Western Australia
Jianxin Li 0001,University of Western Australia
Li Li 0013,Tsinghua University
Shuofeng Wang,Tsinghua University
Fei-Yue Wang 0001,Chinese Academy of Sciences
Juanjuan Li,Qingdao Academy of Intelligent Industries
Xiaochun Ni,Qingdao Academy of Intelligent Industries
Yong Yuan,Qingdao Academy of Intelligent Industries
Fei-Yue Wang 0001,Chinese Academy of Sciences
Yong Yuan,Qingdao Academy of Intelligent Industries
Juanjuan Li,Qingdao Academy of Intelligent Industries
Dongpu Cao,University of Waterloo
Lingxi Li,Indiana University
Petros A. Ioannou,University of Southern California
Miguel Ángel Sotelo,Polytechnic School University of Alcalá
Dmitri Goldenberg,Tel-Aviv University
Alon Sela,Ariel University
Erez Shmueli,Tel-Aviv University
Pratik Chattopadhyay,IIT (BHU) Varanasi
Lipo Wang,Nanyang Technological University
Yap-Peng Tan,Nanyang Technological University
Lixing Wang,Northeastern University
Juanjuan Li,Beijing Institute of Technology
Shuai Wang 0005,Chinese Academy of Sciences
Yong Yuan,Qingdao Academy of Intelligent Industries
Xiaochun Ni,Qingdao Academy of Intelligent Industries
Fei-Yue Wang 0001,National University of Defense Technology
Zehong Hu,Nanyang Technological University
Jie Zhang 0002,Nanyang Technological University
Bay-Yuan Hsu,University of California - Santa Barbara
Yi-Feng Lan,Tunghai University
Chih-Ya Shen,National Tsing Hua University
Seyyed Hadi Sajadi,Sharif University of Technology
MohammadAmin Fazli,Sharif University of Technology
Jafar Habibi,Sharif University of Technology
Wei Wei 0006,Xi’an University of Technology
Shuai Liu 0002,Inner Mongolia University
Wenjia Li,New York Institute of Technology
Ding-Zhu Du,University of Texas at Dallas
Rui Qin,Qingdao Academy of Intelligent Industries
Yong Yuan,Qingdao Academy of Intelligent Industries
Fei-Yue Wang 0001,Chinese Academy of Sciences
Xiao Xue,Tianjin University
Giagia Gao,Henan Polytechnic University
Shufang Wang,Henan Polytechnic University
Zhiyong Feng 0002,Tianjin University
Youyang Qu,Deakin University
Shui Yu,University of Technology Sydney
Longxiang Gao,Deakin University
Wanlei Zhou,University of Technology Sydney
Sancheng Peng,Guangdong University of Foreign Studies
Honghao Gao,Shanghai University
Wanqiu Huang,Shanghai University
Xiaoxian Yang,Shanghai Polytechnic University
Lutao Zheng,Tongji University
Guanjun Liu,Tongji University
Chungang Yan,Tongji University
Changjun Jiang,Tongji University
Qingpeng Zhang,City University of Hong Kong
Dominic DiFranzo,Cornell University
Bassem Makni,IBM
James A. Hendler,Rensselaer Polytechnic Institute
Suman Kalyan Maity,Northwestern University
Animesh Mukherjee 0001,IIT Kharagpur
Jun Jason Zhang,Chinese Academy of Sciences
Fei-Yue Wang 0001,Chinese Academy of Sciences
Xiao Wang 0002,Chinese Academy of Sciences
Gang Xiong 0001,Chinese Academy of Sciences
Fenghua Zhu,Chinese Academy of Sciences
Yisheng Lv,Chinese Academy of Sciences
Jiachen Hou,Qingdao Academy of Intelligent Industries
Shuangshuang Han,Chinese Academy of Sciences
Yong Yuan,Chinese Academy of Sciences
Qingchun Lu,Wuhan University
Yishi Lee,University of Denver
Suman Kundu,Wrocław University of Science and Technology
Sankar K. Pal,Indian Statistical Institute
Feng Wang 0020,Fujian University of Technology
Li Xu 0002,Fujian Normal University
Wei Gao,Ludong University
Xiaoyan Lu,Rensselaer Polytechnic Institute
Boleslaw K. Szymanski,Rensselaer Polytechnic Institute
Chengwen Luo 0001,Shenzhen University
Chaoxi Li,Shenzhen University
Hande Hong,National University of Singapore
Jianqiang Li 0001,Shenzhen University
Wei Li 0058,University of Sydney
Zhong Ming 0001,Shenzhen University
Albert Y. Zomaya,University of Sydney
Jonathan Ozik,Argonne National Laboratory
Nicholson T. Collier,Argonne National Laboratory
Justin M. Wozniak,Argonne National Laboratory
Charles M. Macal,Argonne National Laboratory
Gary An,University of Chicago
Fei-Yue Wang 0001,Chinese Academy of Sciences
Yong Yuan,Qingdao Academy of Intelligent Industries
Jun Zhang 0040,Chinese Academy of Sciences
Rui Qin,Qingdao Academy of Intelligent Industries
Michael H. Smith,University of California - Berkeley
Palash Goyal,University of Southern California
Homa Hosseinmardi,University of Southern California
Emilio Ferrara,University of Southern California
Aram Galstyan,University of Southern California
Xiaonan Wang 0001,Changshu Institute of Technology
Yanli Li,Changshu Institute of Technology
Xingwei Wang 0001,Northeastern University
Zhiyi Lu,University of Hong Kong
Victor O. K. Li,University of Hong Kong
Qiqi Shuai,University of Hong Kong
Shuai Wang 0005,Chinese Academy of Sciences
Jing Wang,Institute of Smart Healthcare Systems
Xiao Wang 0002,Qingdao Academy of Intelligent Industries
Tianyu Qiu,Institute of Smart Healthcare Systems
Yong Yuan,Qingdao Academy of Intelligent Industries
Liwei Ouyang,Chinese Academy of Sciences
Yuanyuan Guo,Institute of Smart Healthcare Systems
Fei-Yue Wang 0001,Qingdao Academy of Intelligent Industries
Paul Wagenseller III,Arizona State University
Feng Wang 0002,Arizona State University
Weili Wu,University of Texas at Dallas
Shu-Sen Zhang,Renmin University of China
Xun Liang 0001,Renmin University of China
Xuan Zhang,Renmin University of China
Rui Xu,Renmin University of China
Sreekanth Madisetty,IIT Hyderabad
Maunendra Sankar Desarkar,IIT Hyderabad
Yuke Li,Chinese Academy of Sciences
Jian Yang,Chinese Academy of Sciences
Dongpu Cao,University of Waterloo
Fei-Yue Wang 0001,National University of Defense Technology
Noel Sardana,University of Waterloo
Robin Cohen,University of Waterloo
Jie Zhang 0002,Nanyang Technological University
Shuo Chen 0006,Nanyang Technological University
Tianchong Gao,Indiana University
Feng Li 0001,Indiana University
Yu Chen,Binghamton University
Xukai Zou,Indiana University
Kamal Berahmand,Azarbaijan Shahid Madani University
Asgarali Bouyer,Azarbaijan Shahid Madani University
Min Zhou 0003,Beijing Jiaotong University
Hairong Dong,Beijing Jiaotong University
Bin Ning,Beijing Jiaotong University
Fei-Yue Wang 0001,National University of Defense Technology
Christopher C. Yang,Drexel University
Ling Jiang,Drexel University
Keng-Pei Lin,Sun Yat-sen University
Yi-Wei Chang,Sun Yat-sen University
Chih-Ya Shen,National Tsing Hua University
Mei-Chu Lin,Sun Yat-sen University
Maria Glenski,University of Notre Dame
Tim Weninger,University of Notre Dame
Svitlana Volkova,Pacific Northwest National Laboratory
Ankan Mullick,Microsoft
Pawan Goyal 0002,IIT Kharagpur
Niloy Ganguly,IIT Kharagpur
Manish Gupta 0001,Microsoft
Eric Lancaster,University of Maryland - College Park
Tanmoy Chakraborty 0002,Indraprastha Institute of Information Technology Delhi
V. S. Subrahmanian,Dartmouth College
Rogério Luís Rizzi,Western Paraná State University
Wesley L. Kaizer,Western Paraná State University
Claudia Brandelero Rizzi,Western Paraná State University
Guilherme Galante,Western Paraná State University
Tianlong Gu,Guilin University of Electronic Technology
Minfeng Zhu,Zhejiang University
Wei Chen 0001,Zhejiang University
Zhaosong Huang,Zhejiang University
Ross Maciejewski,Arizona State University
Liang Chang 0003,Guilin University of Electronic Technology
Shancang Li,University of the West of England
Shanshan Zhao,University of the West of England
Yong Yuan,Chinese Academy of Sciences
Qindong Sun,Xi’an University of Technology
Kewang Zhang,Xi’an Jiaotong University
Lifei Lu,Shanghai Jiao Tong University
Lida Xu,Old Dominion University
Boyi Xu,Shanghai Jiao Tong University
Guoqiang Li 0001,Shanghai Jiao Tong University
Hongming Cai,Shanghai Jiao Tong University
Nan Niu,University of Cincinnati
Wentao Wang 0003,University of Cincinnati
Arushi Gupta,University of Cincinnati
Mona Assarandarban,University of Cincinnati
Li Da Xu,Chinese Academy of Sciences
Jing-Ru C. Cheng,U.S. Army Engineer Research and Development Center
Hao Jiang 0010,Wuhan University
Zhiyi Hu,Wuhan University
Lintao Yang,Central China Normal University
Bo Zhou 0001,Liverpool John Moores University
Curtis L. Maines,Liverpool John Moores University
Stephen Tang 0001,Liverpool John Moores University
Qi Shi,Liverpool John Moores University
Po Yang 0001,Liverpool John Moores University
Qiang Yang 0004,Zhejiang University
Jun Qi,Liverpool John Moores University
Fei-Yue Wang 0001,Chinese Academy of Sciences
Pu Wang,Central South University
Juanjuan Li,Qingdao Academy of Intelligent Industries
Yong Yuan,Qingdao Academy of Intelligent Industries
Xiao Wang 0002,Qingdao Academy of Intelligent Industries
Xiaoyang Liu 0001,Chongqing University
Daobing He,Chongqing University
Chao Liu,Chongqing University
Damian A. Tamburri,Eindhoven University of Technology
Vincent Labatut,Avignon University
Richard Dufour,Avignon University
Georges Linarès,Avignon University
Kazumasa Oida,Fukuoka Institute of Technology
Kyota Okubo,Fukuoka Institute of Technology
Jia Wang,Northeastern University
MengChu Zhou,New Jersey Institute of Technology
Xiwang Guo,New Jersey Institute of Technology
Liang Qi,Shandong University
Marakkalage Sumudu Hasala,Singapore University of Technology and Design
Serhad Sarica,Singapore University of Technology and Design
Billy Pik Lik Lau,Singapore University of Technology and Design
Sanjana Kadaba Viswanath,Singapore University of Technology and Design
Balasubramaniam Thirunavukarasu,Queensland University of Technology
Chau Yuen,Singapore University of Technology and Design
Belinda Yuen,Singapore University of Technology and Design
Jianxi Luo,Singapore University of Technology and Design
Richi Nayak,Queensland University of Technology
Hong Mo,Changsha University of Science and Technology
Kefu Yan,Changsha University of Science and Technology
Xuanming Zhao,Changsha University of Science and Technology
Yaqiong Zeng,Changsha University of Science and Technology
Xiao Wang 0002,Qingdao Academy of Intelligent Industries
Fei-Yue Wang 0001,Chinese Academy of Sciences
Leonardo Maccari,University of Trento
Wenguo Yang,Chinese Academy of Sciences
Jing Yuan 0002,University of Texas at Dallas
Weili Wu,University of Texas at Dallas
Jianmin Ma,Hebei Normal University
Ding-Zhu Du,University of Texas at Dallas
Kenji Saito,Keio University
Toshiya Hanada,Kyushu University
Athina Thanou,University of Athens
Eirini-Eleni Tsiropoulou,University of New Mexico
Symeon Papavassiliou,University of Athens
Ranjan Maity,IIT Guwahati
Samit Bhattacharya,IIT Guwahati
Fatima K. Abu Salem,American University of Beirut
Mohamad Jaber 0001,American University of Beirut
Omar Mehio,American University of Beirut
Eunice E. Santos,Illinois Institute of Technology
John Korah,Illinois Institute of Technology
Jeremy R. Cole,Google
Moojan Ghafurian,University of Waterloo
David Reitter,Google
Wei Wei 0006,Inner Mongolia University
Shuai Liu 0002,New York Institute of Technology
Wenjia Li,University of Texas at Dallas
Ding-Zhu Du,University of Texas at Dallas
Nan Niu,University of Cincinnati
Wentao Wang 0003,University of Cincinnati
